Song, Artist, Last Week, Peak Position, Weeks on Chart
"Now 9","Various Artists",-,1,1
"
The Best Of Both Worlds
","
R. Kelly & Jay-Z
",-,-,-
"
O Brother, Where Art Thou?
","
Soundtrack
",1,1,65
"
World Outside My Window
","
Glenn Lewis
",-,-,-
"
Far Side Of The World
","
Jimmy Buffett
",-,-,-
"
Drive
","
Alan Jackson
",3,1,10
"
[Hybrid Theory]
","
Linkin Park
",6,2,74
"
Under Rug Swept
","
Alanis Morissette
",4,1,4
"
Word Of Mouf
","
Ludacris
",7,3,17
"
M!ssundaztood
","
P!nk
",8,6,18
"
Full Moon
","
Brandy
",5,2,3
"
B2K
","
B2K
",2,2,2
"
Fever
","
Kylie Minogue
",9,3,4
"
Silver Side Up
","
Nickelback
",11,2,28
"
 Come Clean
","
Puddle Of Mudd
",13,9,30
"
Laundry Service
","
Shakira
",16,3,19
"
J To Tha L-O! The Remixes
","
Jennifer Lopez
",10,1,7
"
Songs In A Minor
","
Alicia Keys
",12,1,39
"
8701
","
Usher
",15,4,33
"
No More Drama (2002)
","
Mary J. Blige
",14,14,7
"
Escape
","
Enrique Iglesias
",22,2,21
"
Weathered
","
Creed
",17,1,18
"
Pain Is Love
","
Ja Rule
",20,1,25
"
Satellite
","
P.O.D.
",19,6,28
"
Ultimate Manilow
","
Barry Manilow
",18,3,7
"
Blade 2
","
Soundtrack
",-,-,-
"
Toxicity
","
System Of A Down
",26,1,29
"
Stillmatic
","
Nas
",27,5,14
"
The Rebirth Of Kirk Franklin
","
Kirk Franklin
",21,4,5
"
J.O.S.E. : Jealous Ones Still Envy
","
Fat Joe
",32,30,16
"
Watermelon, Chicken & Gritz
","
 Nappy Roots
",37,31,4
"
Acoustic Soul
","
India.Arie
",23,10,45
"
The Trials And Tribulations Of Russell Jones
","
Ol' Dirty Bastard
",-,-,-
"
Britney
","
Britney Spears
",28,1,20
"
Spin
","
Darren Hayes
",-,-,-
"
The Spirit Room
","
Michelle Branch
",44,36,32
"
All That You Can't Leave Behind
","
U2
",25,3,73
"
I Am Sam
","
Soundtrack
",41,20,11
"
Cocky
","
Kid Rock
",35,7,18
"
Resident Evil
","
Soundtrack
",24,24,2
"
[Ghetto Love]
","
Jaheim
",43,9,50
