Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Documentary","The Game",-,1,1
"
American Idiot
","
Green Day
",1,1,18
"
Encore
 ","
Eminem
",2,1,11
"
Crunk Juice
","
Lil Jon & The East Side Boyz
",5,3,11
"
Get Lifted
","
John Legend
",4,4,4
"
Breakaway
","
Kelly Clarkson
",6,3,8
"
 Confessions
","
Usher
",7,1,44
"
The Red Light District
","
Ludacris
",9,1,7
"
Now 17
","
Various Artists
",10,1,12
"
Destiny Fulfilled
","
Destiny's Child
 ",11,2,11
"
MTV Ultimate Mash-Ups Presents: Collision Course
","
Jay-Z/Linkin Park
",8,1,8
"
Greatest Hits
","
Shania Twain
",3,2,11
"
Goodies
","
Ciara
",17,3,17
"
Hot Fuss
","
The Killers
",22,14,32
"
Free Yourself
","
Fantasia
",26,8,9
"
The Phantom Of The Opera
","
Soundtrack
",20,16,9
"
Turning Point
","
Mario
",15,13,7
"
R&G (Rhythm & Gangsta): The Masterpiece
","
Snoop Dogg
",14,6,10
"
Suit
","
Nelly
",19,1,19
"
Loyal To The Game
","
2Pac
",18,1,6
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",16,7,9
"
How To Dismantle An Atomic Bomb
","
U2
",13,1,9
"
Garden State
","
Soundtrack
",21,20,24
"
Feels Like Today
","
Rascal Flatts
",23,1,17
"
Coach Carter
","
Soundtrack
",31,25,2
"
Urban Legend
","
T.I.
",24,7,8
"
Greatest Hits 2
","
Toby Keith
",12,3,11
"
Songs About Jane
","
Maroon 5
",28,6,89
"
Genius Loves Company
","
Ray Charles
",25,2,21
"
50 Number Ones
","
George Strait
",27,1,16
"
Here For The Party
","
Gretchen Wilson
",29,2,37
"
Beautiful Soul
","
Jesse McCartney
",34,32,17
"
Concrete Rose
","
Ashanti
",30,7,6
"
Horse Of A Different Color
","
Big & Rich
",33,6,38
"
Live Like You Were Dying
","
Tim McGraw
",32,1,22
"
Ray (Soundtrack)
","
Ray Charles
",43,9,14
"
Heavier Things
","
John Mayer
",37,1,70
"
Greatest Hits
","
Creed
",38,15,9
"
Still Not Getting Any...
","
Simple Plan
",35,3,13
"
Greatest Hits
","
Guns N' Roses
",40,3,44
"
Under My Skin
","
Avril Lavigne
",39,1,35
