Song, Artist, Last Week, Peak Position, Weeks on Chart
"Believe","Justin Bieber",-,1,1
"
Welcome To The Fishbowl
","
Kenny Chesney
",-,-,-
"
The Idler Wheel Is Wiser Than...
","
Fiona Apple
",-,-,-
"
Oceania
","
 The Smashing Pumpkins
",-,-,-
"
Rock Of Ages
","
Soundtrack
",9,5,3
"
Looking 4 Myself
","
Usher
",1,1,2
"
21
","
Adele
",3,1,70
"
Up All Night
 ","
One Direction
",6,1,15
"
Tailgates & Tanlines
","
Luke Bryan
",13,2,46
"
Clockwork Angels
","
Rush
",2,2,2
"
Thirty Miles West
","
Alan Jackson
",8,2,3
"
Let It Shine
","
Soundtrack
",29,12,2
"
NOW That's What I Call Country: Volume 5
","
Various Artists
",15,13,2
"
NOW 42
","
Various Artists
",19,3,8
"
Blown Away
","
Carrie Underwood
",16,1,8
"
Some Nights
","
fun.
",22,3,18
"
Punching Bag
","
Josh Turner
",4,4,2
"
Cabin By The Sea
","
The Dirty Heads
",-,-,-
"
Born And Raised
","
John Mayer
",11,1,5
"
Chief
","
Eric Church
",21,1,48
"
Rhythm And Repose
","
Glen Hansard
",-,-,-
"
Tuskegee
","
Lionel Richie
",18,1,13
"
That's Why God Made The Radio
","
The Beach Boys
",14,3,3
"
Making Mirrors
","
Gotye
",24,7,25
"
That's My Jam!
","
Various Artists
",-,-,-
"
Triple F Life: Fans Friends & Family
","
Waka Flocka Flame
",10,10,2
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
",33,1,12
"
Americana
","
Neil Young With Crazy Horse
",7,4,3
"
+
","
Ed Sheeran
",5,5,2
"
My Head Is An Animal
","
Of Monsters And Men
",27,6,12
"
Teenage Dream
","
Katy Perry
",42,1,96
"
...Little Broken Hearts
","
Norah Jones
",23,2,8
"
Brave
","
Soundtrack
",-,-,-
"
Project X
","
Soundtrack
",-,12,8
"
Love Is A Four Letter Word
","
Jason Mraz
",37,2,10
"
Walk The Moon
","
WALK THE MOON
",-,-,-
"
Talk That Talk
","
Rihanna
",57,3,31
"
The Lumineers
","
The Lumineers
",40,31,12
"
My Kinda Party
","
Jason Aldean
",26,2,86
"
Journey's Greatest Hits
","
Journey
",28,10,220
"
California 37
","
Train
",36,4,10
"
Evolution
","
Blood On The Dance Floor
",-,-,-
"
Up All Night
","
Kip Moore
",56,6,9
"
Blunderbuss
","
Jack White
",38,1,9
"
Boys & Girls
","
Alabama Shakes
",48,8,12
"
19
","
Adele
",30,4,140
"
Whitechapel
","
Whitechapel
",-,-,-
"
The Lion The Beast The Beat
","
Grace Potter & The Nocturnals
",17,17,2
"
Synthetica
","
Metric
",12,12,2
"
Halfway To Heaven
","
Brantley Gilbert
",76,4,45
"
Edens Edge
","
Edens Edge
",52,51,2
"
Strange Clouds
","
B.o.B
",70,5,8
"
Stronger
","
Kelly Clarkson
",66,2,35
"
Mylo Xyloto
","
Coldplay
",44,1,35
"
El Camino
","
The Black Keys
",45,2,29
"
Hard 2 Love
","
Lee Brice
",64,5,9
"
The Paul Simon Collection: On My Way, Don't Know Where I'm Goin'
","
Paul Simon
",-,57,7
"
Take Care
","
Drake
",54,1,32
"
Hunter Hayes
","
Hunter Hayes
",99,18,19
"
What We Saw From The Cheap Seats
","
Regina Spektor
",47,3,4
"
 Sigh No More
","
Mumford & Sons
",50,2,118
"
Evolve (EP)
","
Chelsea Grin
",-,-,-
"
Slipstream
","
Bonnie Raitt
",61,6,11
"
Blow Your Pants Off
","
Jimmy Fallon
",25,25,2
"
Changed
","
Rascal Flatts
",53,3,12
"
Brothers
","
The Black Keys
",55,3,109
"
Live From The Underground
","
Big K.R.I.T.
",31,5,3
"
Amaryllis
","
Shinedown
",88,4,13
"
Analog Man
","
Joe Walsh
",34,12,3
