Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Blueprint 3","JAY-Z",-,1,2
"
I Look To You
","
Whitney Houston
",3,1,3
"
The Resistance
","
Muse
",-,-,-
"
Man On The Moon: The End Of Day
","
Kid Cudi
",-,-,-
"
The Time Of Our Lives (EP)
","
Miley Cyrus
",2,2,4
"
So Far Gone (EP)
","
Drake
",-,-,-
"
SuperBad: The Return Of Boosie Bad Azz
","
Lil' Boosie
",-,-,-
"
Fearless
","
Taylor Swift
",10,1,45
"
Endgame
","
Megadeth
",-,-,-
"
The E.N.D.
","
The Black Eyed Peas
",7,1,15
"
Only By The Night
","
Kings Of Leon
",9,4,52
"
The Fame
","
Lady Gaga
",23,4,47
"
The Foundation
","
Zac Brown Band
",12,11,44
"
Ready
","
Trey Songz
",6,3,3
"
#1s ... And Then Some
","
Brooks & Dunn
",5,5,2
"
Breakthrough
","
Colbie Caillat
",11,1,4
"
Get Lucky
","
Mark Knopfler
",-,-,-
"
Fashionably Late
","
Honor Society
",-,-,-
"
NOW 31
","
Various Artists
 ",16,1,12
"
Hannah Montana: The Movie
","
Soundtrack
",14,1,26
"
BLACKsummers'night
","
Maxwell
",17,1,11
"
Only Built 4 Cuban Linx... Pt. II
","
Raekwon
",4,4,2
"
Wide Open
","
Jason Aldean
",22,4,24
"
Leave This Town
","
Daughtry
",20,1,10
"
The Incident
","
Porcupine Tree
",-,-,-
"
Twang
","
George Strait
",18,1,6
"
Anomaly
","
Ace Frehley
",-,-,-
"
Funhouse
","
P!nk
",63,2,47
"
Keep On Loving You
","
Reba
",21,1,5
"
Love Drunk
 ","
Boys Like Girls
",8,8,2
"
Relapse
","
Eminem
",32,1,18
"
NOW That's What I Call Country Vol. 2
","
 Various Artists
",27,10,4
"
Dark Horse
","
Nickelback
",29,2,44
"
Finally Famous: Born A Thug, Still A Thug
","
Trick Daddy
",-,-,-
"
Retribution
","
Shadows Fall
",-,-,-
"
Rebelution
","
Pitbull
",24,8,3
"
Awake
","
Skillet
",25,2,4
"
Happy Hour
","
Uncle Kracker
",-,-,-
"
Mi Plan
","
Nelly Furtado
",-,-,-
"
I Am...Sasha Fierce
","
Beyonce
",55,1,44
"
Break Up
","
Pete Yorn & Scarlett Johansson
",-,-,-
"
Lady Antebellum
","
Lady Antebellum
",38,4,75
"
Deflorate
","
The Black Dahlia Murder
",-,-,-
"
Learn To Live
","
Darius Rucker
",31,5,53
"
Taylor Swift
","
Taylor Swift
",48,5,152
"
New Junk Aesthetic
","
Every Time I Die
",-,-,-
"
Beggars
","
Thrice
",-,47,2
