Song, Artist, Last Week, Peak Position, Weeks on Chart
"Lightning Bolt","Pearl Jam",-,1,1
"
Bangerz
","
Miley Cyrus
",1,1,2
"
New
 ","
Paul McCartney
",-,-,-
"
Nothing Was The Same
","
Drake
",3,1,4
"
Magpie And The Dandelion
","
The Avett Brothers
",-,-,-
"
See You Tonight
","
Scotty McCreery
",-,-,-
"
Pure Heroine
","
Lorde
",6,3,3
"
Closer To The Truth
","
Cher
",11,3,4
"
To All The Girls...
","
Willie Nelson
",-,-,-
"
Let's Be Still
","
The Head And The Heart
",-,-,-
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",5,1,3
"
Crash My Party
","
Luke Bryan
",13,1,10
"
Make A Move
","
Gavin DeGraw
",-,-,-
"
My Name Is My Name
","
Pusha T
",4,4,2
"
Vengeance Falls
","
Trivium
",-,-,-
"
Ready Set Roll (EP)
","
Chase Rice
",-,-,-
"
Hurricane
","
 Natalie Grant
",-,-,-
"
Frame By Frame
","
Cassadee Pope
",9,9,2
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",2,2,2
"
Night Visions
","
Imagine Dragons
",19,2,59
"
Here's To The Good Times
","
Florida Georgia Line
",20,4,46
"
The Paradigm Shift
","
Korn
",8,8,2
"
Get Home Safely
","
Dom Kennedy
",-,-,-
"
A Mary Christmas
","
Mary J. Blige
",-,-,-
"
PAX-AM Days (EP)
","
Fall Out Boy
",-,-,-
"
Unorthodox Jukebox
","
Bruno Mars
 ",23,1,45
"
The Diving Board
","
Elton John
",26,4,4
"
Blurred Lines
","
Robin Thicke
",27,1,12
"
Glee: The Quarterback (EP)
","
Soundtrack
",7,7,2
"
Mechanical Bull
 ","
Kings Of Leon
",21,2,4
"
Love In The Future
","
John Legend
",25,4,7
"
WOW Hits 2014
","
Various Artists
",38,30,4
"
Hail To The King
","
Avenged Sevenfold
",29,1,8
"
The Bluegrass Album
","
Alan Jackson
",36,11,4
"
From Here To Now To You
","
Jack Johnson
",22,1,5
"
Warning Signs (EP)
","
Timeflies
",-,-,-
"
 Off The Beaten Path
","
Justin Moore
",28,2,5
"
NOW 47
","
Various Artists
",33,2,11
