Song, Artist, Last Week, Peak Position, Weeks on Chart
"E=MC2","Mariah Carey",-,1,1
"
Spirit
","
Leona Lewis
",1,1,2
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",31,3,6
"
Lady Antebellum
","
Lady Antebellum
",-,-,-
"
NOW 27
","
Various Artists
",4,2,6
"
Troubadour
","
George Strait
",2,1,3
"
Alvin And The Chipmunks
","
Soundtrack
",6,5,20
"
Juno
","
Soundtrack
",46,1,16
"
Accelerate
 ","
R.E.M.
",5,2,3
"
Taylor Swift
","
Taylor Swift
",13,5,78
"
Trilla
","
Rick Ross
",8,1,6
"
Sunset Man
","
James Otto
",3,3,2
"
Sleep Through The Static
","
Jack Johnson
",15,1,11
"
Welcome To The Dollhouse
","
Danity Kane
",10,1,5
"
Daughtry
","
Daughtry
",16,1,74
"
Jordin Sparks
","
Jordin Sparks
",17,10,22
"
The Alchemy Index, Vol. 3 & 4: Air & Earth
","
Thrice
",-,-,-
"
Snakes & Arrows: Live
","
Rush
",-,-,-
"
Little Voice
","
Sara Bareilles
 ",21,7,29
"
The Odd Couple
","
Gnarls Barkley
",27,12,5
"
DAY26
","
DAY26
",18,1,4
"
Blooddrunk
","
Children Of Bodom
",-,-,-
"
I Don't Want To Go To School (Soundtrack)
","
The Naked Brothers Band
",-,-,-
"
Jonas Brothers
","
Jonas Brothers
",23,5,37
"
Pretty.Odd.
","
Panic! At The Disco
",12,2,4
"
Coco
","
Colbie Caillat
",32,5,40
"
Hello...X
","
Tristan Prettyman
",-,-,-
"
Consolers Of The Lonely
","
The Raconteurs
",20,7,4
"
Saturday Nights & Sunday Mornings
","
Counting Crows
",19,3,4
"
As I Am
","
Alicia Keys
",24,1,23
"
Mail On Sunday
","
Flo Rida
",22,4,5
"
Carnival Ride
","
Carrie Underwood
",33,1,26
"
Good Time
","
 Alan Jackson
",26,1,7
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",25,1,43
"
All I Feel
","
Ray J
",7,7,2
"
Growing Pains
","
Mary J. Blige
",39,1,18
"
Ego Trippin
","
Snoop Dogg
",30,3,6
"
Exclusive
","
Chris Brown
",37,4,24
"
Back To Black
","
Amy Winehouse
",35,2,58
"
Just Like You
","
Keyshia Cole
",42,2,30
"
Konk
","
The Kooks
",-,-,-
"
Still Da Baddest
","
Trina
",28,6,3
"
Minutes To Midnight
","
Linkin Park
",47,1,49
"
When Angels & Serpents Dance
","
P.O.D.
",9,9,2
"
The Opaque Brotherhood
","
Dark Lotus
",-,-,-
"
Call Me Irresponsible
","
Michael Buble
",60,1,51
"
Enjoy The Ride
","
Sugarland
",58,4,76
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",49,22,20
"
Ghosts I-IV
","
Nine Inch Nails
",14,14,2
"
The Ultimate Hits
","
Garth Brooks
",44,3,24
"
Dreaming Out Loud
","
OneRepublic
",41,14,22
"
We Dance. (EP)
","
Jason Mraz
",-,-,-
"
 15
","
Buckcherry
",48,39,105
"
Raising Sand
","
Robert Plant / Alison Krauss
",51,2,26
"
Attack & Release
","
The Black Keys
",40,14,3
"
95/08
","
Enrique Iglesias
",45,18,4
"
Martin Scorsese: Shine A Light (Soundtrack)
","
The Rolling Stones
",34,11,3
"
Discipline
","
Janet
",62,1,8
"
Worlds Collide
","
Apocalyptica
 ",-,-,-
"
Rock N Roll Jesus
","
Kid Rock
",61,1,28
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",72,3,32
"
The Dutchess
","
Fergie
 ",63,2,83
"
Still Feels Good
","
Rascal Flatts
",75,1,30
"
Keep It Simple
","
Van Morrison
",38,10,3
"
Good Girl Gone Bad
","
 Rihanna
",59,2,46
"
Long Road Out Of Eden
","
Eagles
",53,1,25
"
5th Gear
","
Brad Paisley
",68,3,44
"
RIOT!
","
Paramore
",50,15,45
"
Some Hearts
","
Carrie Underwood
",54,2,127
"
Across The Universe: Deluxe Edition
","
Soundtrack
",52,20,32
"
All The Right Reasons
","
Nickelback
",65,1,133
"
New Amerykah: Part One (4th World War)
","
Erykah Badu
",66,2,8
"
Phoenix
","
Asia
",-,-,-
"
Love/Hate
","
The-Dream
",67,30,19
"
Vampire Weekend
","
Vampire Weekend
",81,17,12
"
Once
","
Soundtrack
",71,7,38
"
Te Quiero
","
Flex
",85,70,13
"
August Rush
","
Soundtrack
",55,33,16
"
Songs Of The Siren: Irresistible Voices
","
Various Artists
",-,-,-
"
Lupe Fiasco's The Cool
","
Lupe Fiasco
",73,14,18
"
In Rainbows
","
Radiohead
",69,1,17
"
Thirsty
","
Marvin Sapp
",77,55,35
"
One - X
","
Three Days Grace
",78,5,97
"
It Won't Be Soon Before Long
","
Maroon 5
",84,1,48
"
Love Behind The Melody
","
Raheem DeVaughn
",88,5,14
"
Pocketful Of Sunshine
","
Natasha Bedingfield
",100,3,13
"
Para Siempre
","
Vicente Fernandez
",136,78,21
"
Detours
","
Sheryl Crow
",56,2,11
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",79,11,31
"
 NOW That's What I Call The 80s
","
Various Artists
",74,11,6
"
NOW 26
","
Various Artists
",82,3,23
"
Finding Beauty In Negative Spaces
","
Seether
",91,9,26
"
Flyleaf
","
Flyleaf
",89,57,109
"
Thy Kingdom Come
","
CeCe Winans
",92,57,3
"
Scars & Souvenirs
","
Theory Of A Deadman
",76,26,3
"
Don't Look Away
","
Kate Voegele
",111,27,13
"
Funplex
","
The B-52s
",70,11,4
