Song, Artist, Last Week, Peak Position, Weeks on Chart
"We Were Dead Before The Ship Even Sank","Modest Mouse",-,1,1
"
Introducing Joss Stone
","
Joss Stone
",-,-,-
"
Elliott Yamin
","
Elliott Yamin
",-,-,-
"
Daughtry
","
Daughtry
",4,1,18
"
Veteran
","
Marques Houston
",-,-,-
"
Konvicted
","
Akon
",5,2,19
"
Street Love
","
Lloyd
",2,2,2
"
Luvanmusiq
","
Musiq Soulchild
",1,1,2
"
Rich Boy
","
Rich Boy
",3,3,2
"
Back To Black
","
Amy Winehouse
",7,7,2
"
FutureSex/LoveSounds
","
Justin Timberlake
",11,1,28
"
The Evolution Of Robin Thicke
","
Robin Thicke
",12,5,25
"
The Dutchess
","
Fergie
",13,3,27
"
Not Too Late
","
Norah Jones
",14,1,8
"
Some Hearts
","
Carrie Underwood
",10,2,71
"
Infinity On High
","
Fall Out Boy
",9,1,7
"
All The Right Reasons
","
Nickelback
",17,1,77
"
Loose
 ","
Nelly Furtado
",19,1,40
"
Live At Massey Hall 1971
","
Neil Young
",6,6,2
"
The Tempest
","
Insane Clown Posse
",-,-,-
"
Hannah Montana
","
Soundtrack
",34,1,22
"
Corinne Bailey Rae
","
Corinne Bailey Rae
",20,4,40
"
A New Journey
","
Celtic Woman
",21,4,8
"
Neon Bible
","
Arcade Fire
",18,2,3
"
The Sweet Escape
","
Gwen Stefani
",22,3,16
"
Across The Water
","
Baby Boy Da Prince
",-,-,-
"
Greatest Hits
","
Gary Allan
",16,5,3
"
Ridin High
","
8Ball & MJG
",8,8,2
"
Greatest Hits
","
The Notorious B.I.G.
",15,1,3
"
Waitin' To Inhale
","
Devin The Dude
",-,-,-
"
Hated On Mostly
","
Crime Mob
",-,-,-
"
Me And My Gang
","
Rascal Flatts
",26,1,51
"
Extreme Behavior
","
Hinder
",31,6,60
"
Taylor Swift
","
Taylor Swift
",30,19,22
"
Mind Control
","
Stephen Marley
",-,-,-
"
Continuum
","
John Mayer
",29,2,28
"
The Inspiration
","
Young Jeezy
",36,1,15
"
Taking The Long Way
","
Dixie Chicks
",28,1,44
"
Five Score And Seven Years Ago
","
Relient K
",23,6,3
"
As Cruel As School Children
","
Gym Class Heroes
",39,35,15
"
Alright, Still...
","
Lily Allen
",33,20,8
"
In My Songs
","
Gerald Levert
",35,2,6
