Song, Artist, Last Week, Peak Position, Weeks on Chart
"All I Ever Wanted","Kelly Clarkson",-,1,2
"
No Line On The Horizon
","
U2
",3,1,3
"
Twilight
","
Soundtrack
",14,1,20
"
Love V/S Money
","
The-Dream
",2,2,2
"
The Fame
","
Lady Gaga
",6,4,21
"
Fearless
","
Taylor Swift
",5,1,19
"
Dark Horse
","
Nickelback
",7,2,18
"
Don't Feed Da Animals
","
Gorilla Zoe
",-,-,-
"
I Am...Sasha Fierce
","
Beyonce
",8,1,18
"
Intuition
","
Jamie Foxx
",9,3,14
"
W.I.C.K.E.D.
","
Twiztid
 ",-,-,-
"
Paper Trail
","
 T.I.
",13,1,25
"
The Fray
","
The Fray
",11,1,7
"
The Hazards Of Love
","
The Decemberists
",-,-,-
"
Carnival Ride
","
Carrie Underwood
",42,1,74
"
Cult Of Static
","
Static-X
",-,-,-
"
Only By The Night
","
Kings Of Leon
",18,5,26
"
808s & Heartbreak
","
Kanye West
",16,1,17
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",21,3,45
"
Round 2
","
J. Holiday
",4,4,2
"
I Told You So: The Ultimate Hits Of Randy Travis
","
Randy Travis
",-,-,-
"
Circus
","
Britney Spears
",19,1,16
"
Funhouse
","
P!nk
",20,2,21
"
The Foundation
","
Zac Brown Band
",26,17,18
"
NOW 29
","
Various Artists
",24,3,19
"
A Different Me
","
Keyshia Cole
",22,2,14
"
Learn To Live
","
Darius Rucker
",27,5,27
"
Middle Cyclone
","
Neko Case
",17,3,3
"
Taylor Swift
","
Taylor Swift
",36,5,126
"
Year Of The Gentleman
","
Ne-Yo
",28,2,27
"
Testimony: Vol. 2, Love & Politics
","
India.Arie
",25,3,6
"
Slumdog Millionaire
","
Soundtrack
",23,4,13
"
One Of The Boys
","
Katy Perry
",39,9,40
"
Viva La Vida or Death And All His Friends
","
Coldplay
",29,1,40
"
Freedom
","
Akon
",31,7,16
"
Working On A Dream
","
Bruce Springsteen
",35,1,8
"
Rock N Roll Jesus
","
Kid Rock
",40,1,76
"
Tha Carter III
","
Lil Wayne
",41,1,41
"
Scars & Souvenirs
","
Theory Of A Deadman
",47,26,51
"
Swan Songs
","
Hollywood Undead
",46,22,29
"
19
","
Adele
",38,10,41
"
Love On The Inside
","
Sugarland
",48,1,35
"
Uncle Charlie
","
Charlie Wilson
",33,2,5
"
When The World Comes Down
","
The All-American Rejects
",44,15,14
"
Mamma Mia!
","
Soundtrack
",50,1,37
"
The 3D Concert Experience (Soundtrack)
","
Jonas Brothers
",37,3,4
"
Raising Sand
","
Robert Plant / Alison Krauss
",43,2,67
"
 Wrath
","
Lamb Of God
",34,2,4
"
Good Girl Gone Bad
","
Rihanna
",53,2,94
"
Punk Goes Pop Volume Two
","
Various Artists
",15,15,2
"
The Sound Of Madness
","
Shinedown
",56,8,39
"
Kidz Bop 15
","
Kidz Bop Kids
",59,7,7
"
That Lonesome Song
","
Jamey Johnson
",57,28,33
"
David Cook
","
David Cook
 ",52,3,18
"
Greatest Hits Volume 1
","
Rascal Flatts
",61,6,21
"
Jennifer Hudson
","
Jennifer Hudson
",45,2,25
"
It's Not Me, It's You
","
Lily Allen
",54,5,6
"
Lady Antebellum
","
Lady Antebellum
",73,4,49
"
The Promise
","
Il Divo
",60,5,18
"
iSouljaBoyTellem
","
Soulja Boy Tell'em
",66,43,14
"
Death Magnetic
","
Metallica
",67,1,28
"
Watchmen
","
Soundtrack
",30,30,3
"
Fearless
","
Jazmine Sullivan
",63,6,26
"
Incredibad
 ","
The Lonely Island
",64,13,6
"
Scream
","
Chris Cornell
",10,10,2
"
High School Musical 3: Senior Year
","
Soundtrack
",62,2,22
"
Good Time
","
Alan Jackson
",77,1,55
"
The Point Of It All
","
Anthony Hamilton
",65,12,14
"
onmyradio
","
Musiq Soulchild
",69,11,15
"
Soul
","
Seal
",68,13,19
