Song, Artist, Last Week, Peak Position, Weeks on Chart
"Ashanti","Ashanti",-,1,3
"
C'mon, C'mon
","
Sheryl Crow
",-,-,-
"
A New Day Has Come
","
Celine Dion
",2,1,4
"
Now 9
","
Various Artists
",3,1,5
"
The Scorpion King
","
Soundtrack
",7,5,4
"
Southern Hummingbird
","
Tweet
",5,3,3
"
O Brother, Where Art Thou?
","
Soundtrack
",6,1,69
"
Josh Groban
","
Josh Groban
",12,8,19
"
M!ssundaztood
","
P!nk
",9,6,22
"
Laundry Service
","
Shakira
",8,3,23
"
Gutterflower
","
Goo Goo Dolls
",4,4,2
"
Word Of Mouf
","
Ludacris
",14,3,21
"
Come Clean
","
Puddle Of Mudd
",17,9,34
"
The Best Of Both Worlds
","
R. Kelly & Jay-Z
",11,2,5
"
[Hybrid Theory]
","
Linkin Park
",16,2,78
"
Silver Side Up
","
Nickelback
",18,2,32
"
Silver Lining
","
Bonnie Raitt
",13,13,2
"
Drive
","
Alan Jackson
",20,1,14
"
Ecstasy
","
Avant
",15,6,4
"
Full Moon
","
Brandy
",21,2,7
"
8701
","
Usher
",23,4,37
"
J.O.S.E. : Jealous Ones Still Envy
","
Fat Joe
",25,21,20
"
Pain Is Love
","
Ja Rule
",24,1,29
"
No More Drama (2002)
","
Mary J. Blige
",22,14,11
"
Rock Steady
","
No Doubt
",36,9,19
"
Watermelon, Chicken & Gritz
","
Nappy Roots
",33,26,8
"
Escape
","
Enrique Iglesias
",28,2,25
"
WWF: Forceable Entry
","
Various Artists
",19,3,4
"
Under Rug Swept
","
Alanis Morissette
",26,1,8
"
Toxicity
","
System Of A Down
",31,1,33
"
B2K
","
B2K
",29,2,6
"
J To Tha L-O! The Remixes
","
Jennifer Lopez
",27,1,11
"
Are You Passionate?
","
Neil Young
",10,10,2
"
Stillmatic
","
Nas
",35,5,18
"
Satellite
","
P.O.D.
",32,6,32
"
Fever
","
Kylie Minogue
",30,3,8
"
Come Away With Me
","
Norah Jones
",42,37,8
"
Weathered
","
Creed
",34,1,22
"
Songs In A Minor
","
Alicia Keys
",37,1,43
"
The Spirit Room
","
Michelle Branch
",39,28,36
"
Room For Squares
","
John Mayer
",40,38,17
"
The Rebirth Of Kirk Franklin
","
Kirk Franklin
",38,4,9
"
Rascal Flatts
","
Rascal Flatts
",44,43,57
"
 Ultimate Manilow
","
Barry Manilow
",41,3,11
"
Genesis
","
Busta Rhymes
",43,7,21
"
Cocky
","
Kid Rock
",45,7,22
"
A Day Without Rain
","
Enya
",48,2,74
"
Far Side Of The World
","
Jimmy Buffett
",52,5,5
"
Britney
","
Britney Spears
",50,1,24
"
Acoustic Soul
","
India.Arie
",47,10,49
"
The Fallout
","
Default
",54,51,24
"
[Ghetto Love]
","
Jaheim
",51,9,54
"
The Way I Feel
","
Remy Shand
",53,39,6
"
World Outside My Window
","
Glenn Lewis
",46,4,5
"
Big Boi & Dre Present... OutKast
","
OutKast
",61,18,20
"
Bleed America
","
Jimmy Eat World
",56,54,29
"
Heart To Yours
","
Michelle Williams
",-,-,-
"
Alley: The Return Of The Ying Yang Twins
","
Ying Yang Twins
",58,58,4
"
Move It Like This
","
Baha Men
",57,57,4
"
Blade 2
","
Soundtrack
",49,26,5
"
In Search Of...
","
N*E*R*D
",90,61,6
"
Built From Scratch
","
X-Ecutioners
",60,15,8
"
Morning View
","
Incubus
",62,2,26
"
Shrek
","
Soundtrack
",59,28,49
"
All That You Can't Leave Behind
","
U2
",55,3,77
"
Brushfire Fairytales
","
Jack Johnson
",74,66,11
"
Part II
","
Brad Paisley
",112,31,15
"
Moulin Rouge
","
Soundtrack
",63,3,44
"
Elva
","
Unwritten Law
",85,69,12
"
White Blood Cells
","
The White Stripes
",73,61,7
"
Soul Sista
","
KeKe Wyatt
",84,33,23
"
Totally Country
","
Various Artists
",65,12,11
"
Worship
","
Michael W. Smith
",64,20,32
"
I Am Sam
","
Soundtrack
",66,20,15
"
Born To Do It
","
Craig David
",81,11,40
"
Doggy Bag
","
Lil Bow Wow
",68,11,18
"
Adema
","
Adema
",67,27,30
"
Mahogany Soul
","
Angie Stone
",92,22,24
"
Hoobastank
","
Hoobastank
",83,25,22
"
Now
","
Maxwell
",80,1,35
"
Pull My Chain
","
Toby Keith
",70,9,34
"
The Trials And Tribulations Of Russell Jones
","
Ol' Dirty Bastard
",72,33,5
"
The Sinister Urge
","
Rob Zombie
",79,8,23
"
I Get Wet
","
Andrew W.K.
",110,84,4
"
Set This Circus Down
","
Tim McGraw
",76,2,52
"
Aaliyah
","
Aaliyah
",69,1,40
"
The Look Of Love
","
Diana Krall
 ",99,9,31
"
Break The Cycle
","
Staind
",87,1,48
"
Living Proof
","
Cher
",75,9,8
"
Living Well Is The Best Revenge
","
Midtown
",-,-,-
"
This Way
","
Jewel
",89,9,23
"
Whoa, Nelly!
","
Nelly Furtado
",78,24,69
"
Down To Earth
","
Ozzy Osbourne
",97,4,27
"
Tarantula
","
Mystikal
",106,25,18
"
Almost There
","
MercyMe
",82,67,19
"
Coyote Ugly
","
Soundtrack
",91,10,90
"
Sinner
","
Drowning Pool
",96,14,36
"
Now 8
","
Various Artists
",93,2,22
"
Queen Of The Damned
","
Soundtrack
",86,28,9
"
Trik Turner
","
Trik Turner
",98,98,8
"
Resident Evil
","
Soundtrack
",88,24,6
"
Take Off Your Pants And Jacket
","
Blink-182
",117,1,45
"
Faithfully
","
Faith Evans
",95,14,24
"
Perseverance
","
Hatebreed
",102,50,4
"
No Half Steppin'
","
Sharissa
",94,44,8
"
Down The Road I Go
","
Travis Tritt
",115,51,71
"
This Is The Remix
","
Destiny's Child
",100,29,6
"
Country Grammar
","
Nelly
",114,1,95
"
Songs 4 Worship: Shout To The Lord
","
Various Artists
",119,51,61
"
Greatest Hits
","
Tim McGraw
",139,4,74
"
Then Came The Night
","
Tommy Shane Steiner
",71,71,2
"
The Great Divide
","
Willie Nelson
",134,43,14
"
Greatest Hits
","
Martina McBride
",113,5,31
"
Better Days
","
Joe
",127,32,19
"
Greatest Hits
","
Kenny Chesney
",133,13,82
"
Put It On Paper
","
Ann Nesby
",107,62,5
"
Celebrity
","
'N Sync
",118,1,39
"
Camino Palmero
","
The Calling
",105,36,25
"
How I Do
","
Res
",170,119,4
"
The Very Best Of Rod Stewart
","
Rod Stewart
",142,40,23
"
New Favorite
","
Alison Krauss + Union Station
",124,35,30
"
Drops Of Jupiter
","
Train
",126,6,56
"
Special Edition
","
Infamous Mobb
",132,118,4
"
Invincible
","
Michael Jackson
",130,1,25
"
The Places You Have Come To Fear The Most
","
Dashboard Confessional
",157,125,5
"
J.Lo
","
Jennifer Lopez
",122,1,65
"
Become You
","
Indigo Girls
",111,30,6
"
Live Phish 07: 8/14/93 World Music Theatre, Tinley Park, Illinois
","
Phish
",-,-,-
"
Scarecrow
","
Garth Brooks
",116,1,23
"
Everyday
","
Dave Matthews Band
",120,1,60
"
All About J
","
 Lil' J
",147,131,3
"
Alright Guy
","
Gary Allan
",159,39,9
"
Down II: A Bustle In Your Hedgerow...
","
Down
",108,44,4
"
Is This It
","
The Strokes
",128,33,28
"
Lovers Live
","
Sade
",137,10,11
"
The Blueprint
","
JAY-Z
",136,1,32
"
America Town
","
Five For Fighting
",197,54,38
"
Live Phish 12: 8/13/96 Deer Creek Music Center, Noblesville, Indiana
","
Phish
",-,-,-
"
Passion: Our Love Is Loud
","
Various Artists
",77,77,2
"
1
","
The Beatles
",146,1,75
"
Live Phish 09: 8/26/89 Townshend Family Park, Townshend, Vermont
","
Phish
",-,-,-
"
Infamy
","
Mobb Deep
",185,22,19
"
Diary Of A Sinner: 1st Entry
","
Petey Pablo
",138,13,24
"
Jinx
","
Quarashi
",104,104,2
"
Live Phish 11: 11/17/97 McNichols Sports Arena, Denver, Colorado
","
Phish
",-,-,-
"
Through The Eyes
","
Flaw
",164,141,9
"
Live Phish 10: 6/22/94 Veterans Memorial Auditorium, Columbus, Ohio
","
Phish
",-,-,-
"
theeleventhhour
","
Jars Of Clay
",125,28,7
"
Steers & Stripes
","
Brooks & Dunn
",150,4,53
"
Grammy Nominees 2002
","
Various Artists
",135,13,11
"
Believe
","
Yolanda Adams
",155,42,20
"
ANThology
","
Alien Ant Farm
",163,11,59
"
VH1 Music First Presents: The Corrs -- Live In Dublin
","
The Corrs
",123,52,6
"
Live Phish 08: 7/10/99 E Centre, Camden, New Jersey
","
Phish
",-,-,-
"
I'm Already There
","
Lonestar
",152,9,43
"
The Complete Greatest Hits
","
Gordon Lightfoot
",173,156,3
"
Thrive
","
newsboys
",148,38,4
"
Always Got Tonight
","
Chris Isaak
",141,24,10
"
IMX
","
IMx
",160,126,13
"
Obvious
","
Plus One
",140,29,8
"
State Property
","
Soundtrack
",179,14,12
"
WOW Gospel 2002
","
Various Artists
",158,46,11
"
Worship God
","
Rebecca St. James
",161,94,8
"
Suenos
","
Intocable
",131,131,2
"
Denials Delusions And Decisions
","
Jaguar Wright
",177,56,12
"
 Ghetto Fabolous
","
Fabolous
",171,4,32
"
My Girl: The Very Best Of The Temptations
","
The Temptations
",-,-,-
"
Trick Pony
","
Trick Pony
",-,91,25
