Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Lord Of The Rings: The Fellowship Of The Ring
","
Soundtrack
",151,29,22
"
The Best Of George Strait: 20th Century Masters The Millennium Collection
","
George Strait
",166,76,4
"
The Great Depression
","
DMX
",162,1,26
"
Cieli Di Toscana
","
Andrea Bocelli
",184,11,27
"
Greatest Hits
","
Lenny Kravitz
",176,2,78
"
Moulin Rouge 2
","
Soundtrack
",165,90,8
"
 Burn It Black
","
Injected
",-,149,4
"
The Fast And The Furious: More Fast And Furious
","
Soundtrack
",180,117,16
"
Play It Loud
","
Chris Cagle
",183,164,18
"
Declaration
","
Steven Curtis Chapman
",187,14,26
"
1000 Kisses
","
Patty Griffin
",101,101,2
"
Echoes: The Best Of Pink Floyd
","
Pink Floyd
",175,2,24
"
I Need You
 ","
LeAnn Rimes
",168,10,30
"
I'm Just Corey
","
Corey
",154,73,5
"
Dove Hits 2002
","
Various Artists
",-,-,-
"
White Lilies Island
","
Natalie Imbruglia
",145,35,7
"
Soul Music
","
Woody Rock
",-,-,-
"
Impact Of A Legend
","
Eazy-E
",143,113,4
"
musicforthemorningafter
","
Pete Yorn
",192,131,37
"
Tenacious D
","
Tenacious D
",172,33,26
"
Jagged Little Thrill
","
Jagged Edge
",167,3,41
"
Wu-Tang Productions Present: Killa Beez -- The Sting
","
Killa Beez
",153,46,6
"
All About The Benjamins
","
Soundtrack
",149,65,7
"
... All This Time
","
Sting
",191,32,22
"
Burn
","
Jo Dee Messina
",190,19,56
"
Luther Vandross
","
Luther Vandross
",-,6,37
"
After The Storm
","
Chris LeDoux
",121,121,2
"
All For You
","
Janet
",199,1,52
"
Come Together
","
Third Day
",189,31,24
"
MTV Unplugged
","
JAY-Z
",-,31,17
"
Hardball
","
Soundtrack
",-,55,8
"
 All Killer No Filler
","
Sum 41
",-,13,49
